user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
22252,18470,2024-12-17 08:15:36,Judge,AutoGPT,UI Design,2,low,7.0,3.5691403764884044,34.31,medium,6,2,4.9,1,1,irrelevant,6,medium,0,freemium,18,high
19220,39614,2023-01-27 17:46:25,Lawyer,Runway AI,Exam Preparation,3,low,7.5,6.002526097671187,14.97,medium,7,6,8.29,1,0,none,6,high,1,freemium,25,high
9954,167122,2023-04-30 18:38:27,Nurse,Runway AI,Code Generation,1,low,6.5,3.372010340439081,31.28,medium,7,2,4.04,1,1,incomplete,5,medium,0,paid,38,high
33673,193189,2024-11-02 08:47:14,Doctor,Canva AI,Image Generation,4,low,8.0,5.821401398053965,21.79,high,7,6,6.86,0,1,hallucination,8,low,0,paid,40,high
24328,176954,2024-03-15 15:50:46,Electrical Engineer,Pictory,Business Strategy,5,high,8.5,6.842699816127162,16.57,high,8,7,7.66,0,0,none,10,high,1,freemium,19,high
44503,18963,2023-02-24 18:14:45,Sales Executive,Replit Ghostwriter,Email Drafting,1,medium,6.5,4.445934457032827,20.54,medium,5,4,8.94,1,1,hallucination,9,high,1,free,14,low
2297,134949,2023-08-21 04:30:40,Journalist,Midjourney,Learning New Topic,5,medium,8.5,3.4430801978296013,50.57,high,9,4,5.37,1,0,none,8,low,1,freemium,58,medium
30971,74233,2023-05-12 21:28:37,Mechanical Engineer,Canva AI,Code Debugging,3,high,7.5,6.550620037691669,9.49,medium,8,7,6.99,0,1,irrelevant,10,medium,0,free,10,high
14176,19944,2023-12-16 09:30:51,Police Officer,DALL-E,Blog Writing,1,low,6.5,3.085964552834511,34.14,medium,7,4,8.92,1,1,irrelevant,10,low,0,free,47,medium
22315,187229,2024-09-08 07:51:38,Accountant,Gemini,Research Summary,6,medium,9.0,4.030257739602991,49.7,high,9,5,6.57,1,0,none,9,medium,0,paid,16,low
5184,83251,2024-12-21 05:09:02,Sales Executive,Perplexity AI,Image Generation,3,medium,7.5,5.7026028748309425,17.97,medium,7,5,7.88,1,0,none,9,medium,1,freemium,59,high
44971,96551,2024-11-03 23:11:31,Sales Executive,ChatGPT,Marketing Copy,3,low,7.5,6.7123434029450255,7.88,medium,7,5,4.42,0,0,none,9,low,0,free,15,medium
6050,7207,2023-08-18 09:45:26,Professor,Perplexity AI,Resume Building,6,low,9.0,5.3053020304024825,36.95,high,8,3,4.62,1,0,none,10,medium,0,freemium,29,medium
41100,40496,2024-05-10 18:10:00,Police Officer,ChatGPT,Resume Building,6,medium,9.0,5.10308651003305,38.97,high,9,6,5.32,0,1,incomplete,10,medium,0,paid,17,high
36009,132546,2024-09-10 10:49:45,Lawyer,Grammarly AI,Code Generation,2,medium,7.0,5.504947571165854,14.95,medium,6,5,8.31,1,0,none,7,high,1,free,54,medium
17829,93973,2023-02-21 01:57:10,Video Editor,GitHub Copilot,Marketing Copy,3,low,7.5,3.0661595571106197,44.34,medium,7,4,4.46,1,1,incomplete,6,low,1,paid,37,high
21066,171637,2024-11-11 16:43:39,Nurse,Midjourney,Exam Preparation,5,medium,8.5,5.003543605279331,34.96,high,7,4,4.96,0,1,irrelevant,7,low,0,free,13,medium
6255,99251,2024-02-27 21:43:06,Student,ChatGPT,Data Analysis,1,low,6.5,6.409143814227748,0.91,medium,5,6,6.15,1,0,none,6,high,1,paid,9,medium
9968,109629,2023-04-12 07:17:59,Professor,Claude,Essay Writing,5,medium,8.5,6.388339437295238,21.12,high,7,5,7.82,0,1,hallucination,6,medium,1,freemium,41,medium
42925,44902,2023-09-30 05:38:54,Civil Engineer,Perplexity AI,Blog Writing,1,medium,6.5,6.867140599550519,-3.67,medium,6,5,5.8,0,0,none,9,medium,0,free,21,low
20442,81359,2024-07-11 06:15:00,Accountant,Pictory,Marketing Copy,1,low,6.5,3.3044310328363284,31.96,medium,5,4,8.45,1,0,none,10,low,1,paid,23,high
33232,14561,2023-03-21 09:44:28,Video Editor,Notion AI,Legal Drafting,5,high,8.5,3.103728753721615,53.96,high,7,4,3.28,1,0,none,10,high,0,paid,12,low
5221,46312,2023-04-04 02:52:38,HR Manager,Cursor AI,Exam Preparation,5,low,8.5,6.605468471148404,18.95,high,8,8,6.91,0,1,irrelevant,5,low,1,paid,49,high
23183,96900,2024-09-12 13:08:04,Marketing Manager,Canva AI,UI Design,4,high,8.0,3.860330909949877,41.4,high,8,4,4.08,1,0,none,9,high,1,freemium,5,high
20756,88371,2023-04-07 03:32:58,Police Officer,Runway AI,Marketing Copy,3,medium,7.5,4.235632378278069,32.64,medium,8,4,4.93,0,0,none,5,high,1,freemium,24,low
10117,19807,2023-01-12 09:09:56,Accountant,DALL-E,Research Summary,4,medium,8.0,5.219781612838801,27.8,high,8,5,8.64,0,0,none,7,low,0,free,30,medium
39756,134814,2023-05-02 21:16:49,Business Analyst,Claude,Legal Drafting,2,high,7.0,3.433338508617043,35.67,medium,7,2,4.93,1,0,none,8,low,0,freemium,46,medium
45940,59471,2023-12-28 07:59:22,Entrepreneur,Pictory,Essay Writing,4,high,8.0,4.596335415647992,34.04,high,8,5,3.62,0,0,none,6,high,1,paid,8,low
45034,31166,2023-12-02 16:15:40,Lawyer,AutoGPT,Essay Writing,5,high,8.5,6.365731816830639,21.34,high,9,7,5.48,0,1,incomplete,7,high,0,freemium,15,medium
34970,62576,2023-04-12 05:58:07,Military Officer,Notion AI,Email Drafting,6,medium,9.0,6.311387677891249,26.89,high,9,7,8.77,1,0,none,6,low,0,free,17,high
7020,116456,2024-03-19 07:26:19,Doctor,AutoGPT,Learning New Topic,4,high,8.0,3.1581414051673757,48.42,high,7,3,3.67,1,1,incomplete,7,medium,1,paid,11,medium
4539,14829,2023-02-19 04:33:47,Student,Notion AI,Legal Drafting,1,low,6.5,3.4065335961807106,30.93,medium,6,3,3.3,0,0,none,5,low,1,freemium,48,low
9458,193715,2023-09-10 03:26:23,Judge,AutoGPT,Learning New Topic,3,medium,7.5,5.087735333351407,24.12,medium,8,6,6.97,0,0,none,6,high,1,freemium,34,medium
26112,166539,2023-12-06 11:40:43,Video Editor,Cursor AI,Resume Building,5,high,8.5,3.135145494596078,53.65,high,7,3,7.4,1,1,hallucination,6,medium,1,free,20,medium
998,69640,2024-07-01 09:18:08,Student,ChatGPT,Data Analysis,1,low,6.5,3.095572920408267,34.04,medium,6,1,6.24,0,1,irrelevant,10,high,0,paid,27,low
38998,91096,2023-11-29 17:28:56,Data Scientist,Runway AI,Code Generation,3,medium,7.5,4.684685272753143,28.15,medium,8,4,7.64,1,1,irrelevant,8,low,1,freemium,16,low
14325,59616,2023-01-25 16:03:58,Military Officer,Claude,Business Strategy,3,low,7.5,4.8313171910588615,26.69,medium,8,5,5.43,0,0,none,9,high,0,freemium,24,low
45864,194488,2023-08-08 04:08:11,Business Analyst,Cursor AI,Code Debugging,6,high,10.0,4.476441124877878,55.24,high,10,4,8.31,0,0,none,10,high,1,paid,30,medium
44157,72768,2024-11-15 11:15:37,Content Creator,Cursor AI,Medical Notes,4,low,8.0,3.6122220213791834,43.88,high,7,4,5.24,1,0,none,7,low,0,free,18,low
46730,24511,2024-10-31 12:04:00,Marketing Manager,Replit Ghostwriter,Research Summary,1,medium,6.5,6.93129902822759,-4.31,medium,6,8,5.36,1,1,incomplete,5,high,1,freemium,47,low
41149,65589,2024-01-12 22:37:14,Graphic Designer,DALL-E,Image Generation,3,medium,10.0,6.171197629796298,38.29,high,9,4,4.28,1,0,none,10,low,0,freemium,7,medium
31179,85816,2023-12-03 23:30:06,Electrical Engineer,Midjourney,Essay Writing,3,medium,7.5,6.2953530831425955,12.05,medium,7,7,8.22,0,0,none,8,low,1,paid,17,low
5155,173472,2024-01-21 21:46:52,Architect,ChatGPT,Data Analysis,1,medium,6.5,4.018829552226946,24.81,medium,6,4,7.84,1,1,hallucination,5,medium,1,freemium,51,low
23310,55677,2024-11-13 16:29:46,Mechanical Engineer,Pictory,Business Strategy,5,medium,8.5,3.960500146847449,45.39,high,7,2,7.21,0,0,none,10,high,1,free,13,high
22130,118198,2024-11-21 06:20:31,Teacher,Cursor AI,Presentation Creation,1,medium,6.5,4.262736141149264,22.37,medium,5,5,3.4,0,0,none,6,medium,1,paid,51,low
4476,176070,2023-07-01 22:47:40,Student,Synthesia,Video Creation,6,low,9.0,4.8394884873126,41.61,high,8,3,3.73,1,0,none,10,high,1,paid,14,medium
35763,115251,2024-03-27 10:16:05,Judge,Runway AI,UI Design,5,medium,8.5,3.308708512183026,51.91,high,8,2,8.42,1,0,none,7,low,0,freemium,45,medium
45219,140113,2024-02-01 01:23:50,Lawyer,Gemini,UI Design,6,medium,9.0,5.905549316312598,30.94,high,8,6,8.31,0,1,hallucination,6,medium,1,freemium,24,low
11447,143771,2024-09-15 16:53:23,Military Officer,GitHub Copilot,Resume Building,2,low,7.0,3.2381965688559826,37.62,medium,6,4,5.67,0,0,none,10,medium,1,paid,41,medium
33490,182579,2024-02-05 19:53:33,Content Creator,Cursor AI,Exam Preparation,4,low,8.0,4.9418858977629565,30.58,high,7,6,8.14,0,0,none,6,high,1,free,60,low
40532,95200,2023-12-20 18:22:31,Software Developer,Canva AI,Research Summary,6,high,9.0,5.6044488816256255,33.96,high,8,4,8.33,0,0,none,7,high,0,paid,51,low
43875,55179,2023-10-27 18:59:23,Military Officer,Midjourney,Code Debugging,3,medium,7.5,3.860001125920235,36.4,medium,7,4,7.86,1,1,hallucination,8,high,0,free,56,medium
36430,68254,2024-06-13 15:26:25,Nurse,Perplexity AI,Presentation Creation,6,medium,9.0,6.20305143858305,27.97,high,9,6,7.57,0,0,none,8,medium,0,freemium,6,medium
10739,136667,2024-05-17 11:29:07,Architect,Runway AI,Legal Drafting,1,high,6.5,3.1502677341041867,33.5,medium,7,4,3.68,0,0,none,9,medium,0,free,5,high
11977,6453,2024-11-16 22:44:19,Entrepreneur,ChatGPT,Presentation Creation,3,low,7.5,3.579985283776437,39.2,medium,7,3,7.5,1,0,none,8,medium,1,paid,59,medium
40950,112794,2024-07-15 16:52:08,YouTuber,Midjourney,Business Strategy,3,high,7.5,6.649907623526493,8.5,medium,7,5,8.78,0,0,none,7,low,1,paid,24,high
48286,192608,2023-12-26 04:10:22,Video Editor,Claude,Presentation Creation,4,low,8.0,6.238054095372629,17.62,high,7,6,4.04,1,1,incomplete,9,medium,0,freemium,21,low
27738,72079,2023-10-24 08:16:21,Business Analyst,Canva AI,Image Generation,4,medium,8.0,6.735871133834453,12.64,high,7,8,4.87,0,1,hallucination,7,medium,0,paid,32,medium
23760,139415,2024-02-21 23:51:05,Lawyer,GitHub Copilot,Business Strategy,1,medium,6.5,4.906253258388986,15.94,medium,6,3,5.61,0,1,incomplete,10,low,1,freemium,22,medium
31884,17438,2023-04-10 12:22:01,Mechanical Engineer,Replit Ghostwriter,Image Generation,2,low,7.0,3.439801736763656,35.6,medium,7,2,4.92,0,0,none,8,high,1,freemium,21,low
47074,109766,2024-09-18 21:08:52,Business Analyst,Midjourney,Business Strategy,4,medium,8.0,6.723587670988918,12.76,high,7,6,6.91,0,0,none,8,medium,0,freemium,8,medium
41070,161845,2024-07-07 19:21:35,Doctor,Midjourney,Exam Preparation,5,low,8.5,4.197868243127025,43.02,high,7,4,8.86,0,0,none,6,high,1,paid,16,low
68,44211,2024-12-04 03:21:37,Doctor,ChatGPT,Image Generation,5,medium,8.5,6.931491698403262,15.69,high,7,5,3.74,1,1,incomplete,5,medium,0,free,11,high
41152,48538,2023-05-25 02:06:40,Interior Designer,Notion AI,Blog Writing,2,medium,7.0,6.588866386453587,4.11,medium,6,5,6.78,1,0,none,6,low,0,free,60,medium
3954,122516,2023-03-20 09:01:35,HR Manager,Synthesia,Legal Drafting,5,medium,8.5,6.156855402179115,23.43,high,8,5,4.05,0,1,irrelevant,8,low,0,free,29,low
24060,145328,2023-02-18 05:53:58,Civil Engineer,Grammarly AI,Blog Writing,6,medium,10.0,5.707032230095567,42.93,high,9,5,6.65,0,0,none,6,high,0,freemium,7,high
44478,106229,2024-01-25 07:04:11,Electrical Engineer,Replit Ghostwriter,Essay Writing,1,high,6.5,5.362284193878082,11.38,medium,7,5,3.91,0,0,none,6,medium,0,paid,10,low
44178,185319,2024-03-25 01:02:52,Professor,Canva AI,UI Design,2,high,7.0,5.143215420489716,18.57,medium,6,4,7.8,0,0,none,7,high,1,freemium,53,low
23748,143800,2024-09-24 19:24:41,HR Manager,AutoGPT,Code Generation,3,low,7.5,3.2113880038325027,42.89,medium,8,3,7.93,0,1,incomplete,9,low,0,freemium,21,low
32621,3384,2024-12-02 03:58:19,Mechanical Engineer,Claude,Exam Preparation,1,medium,6.5,5.917144801902694,5.83,medium,5,5,4.71,0,0,none,9,low,1,freemium,19,high
25080,191518,2024-05-22 11:32:36,Teacher,Synthesia,Email Drafting,3,low,7.5,4.105081639522784,33.95,medium,7,3,5.81,1,0,none,9,low,0,paid,9,medium
31886,3458,2023-05-02 13:30:54,Data Scientist,AutoGPT,Resume Building,1,high,6.5,4.840576176666497,16.59,medium,6,4,3.68,1,0,none,8,medium,1,freemium,57,medium
49705,12914,2023-12-26 16:58:40,Graphic Designer,Runway AI,Presentation Creation,3,high,7.5,4.20666320448915,32.93,medium,6,4,5.11,0,1,irrelevant,7,high,1,freemium,11,low
12020,75615,2024-07-31 05:34:00,Software Developer,Claude,Business Strategy,2,medium,7.0,6.414774343903725,5.85,medium,6,7,3.1,0,1,incomplete,8,low,1,free,57,high
24437,30303,2023-07-22 09:57:03,Doctor,Canva AI,Business Strategy,2,medium,7.0,4.3292301862855265,26.71,medium,7,5,6.69,1,0,none,8,medium,0,free,53,high
9200,129136,2024-10-21 04:05:20,Graphic Designer,Replit Ghostwriter,Learning New Topic,1,medium,6.5,4.115950500211715,23.84,medium,6,4,8.64,1,0,none,6,medium,0,paid,59,high
43645,125938,2024-03-09 02:03:56,Sales Executive,Midjourney,Blog Writing,3,low,7.5,6.91108558377009,5.89,medium,7,8,4.37,0,1,irrelevant,6,high,0,paid,34,medium
15264,83920,2024-09-15 01:12:39,Software Developer,Claude,Resume Building,4,low,8.0,3.2985481889086126,47.01,high,7,4,6.31,0,0,none,10,medium,1,free,49,low
28980,51202,2023-11-26 01:21:09,Nurse,GitHub Copilot,Resume Building,1,medium,6.5,3.4410919325809255,30.59,medium,6,3,7.8,0,0,none,6,high,1,paid,48,low
25992,165319,2024-10-24 09:28:23,Military Officer,ChatGPT,Data Analysis,1,low,6.5,4.58040270565048,19.2,medium,6,4,4.9,1,0,none,9,high,1,free,55,low
35481,98460,2024-12-07 17:54:13,Consultant,Gemini,Presentation Creation,1,low,6.5,3.0791205558418513,34.21,medium,6,3,3.61,0,0,none,6,low,0,paid,51,medium
40300,17171,2024-10-17 22:49:53,Professor,Pictory,Email Drafting,3,medium,7.5,6.928894932951891,5.71,medium,6,8,8.63,0,0,none,7,medium,0,free,50,medium
45252,26029,2024-05-06 11:41:43,Content Creator,DALL-E,Email Drafting,2,high,7.0,5.215671332654944,17.84,medium,6,4,3.18,1,1,hallucination,6,medium,0,paid,43,medium
10535,45973,2024-11-11 11:52:06,Sales Executive,Cursor AI,Resume Building,6,medium,9.0,6.072496383905415,29.28,high,8,7,7.19,1,0,none,7,high,1,paid,36,medium
19916,757,2024-09-18 12:11:36,Professor,Runway AI,Code Generation,3,high,7.5,6.218382314304204,12.82,medium,6,5,3.85,1,0,none,8,low,1,freemium,56,low
31667,65157,2024-06-28 22:40:38,Student,Notion AI,Medical Notes,1,medium,6.5,6.452160050870155,0.48,medium,5,5,8.76,0,0,none,5,low,1,paid,29,low
29419,137014,2023-03-13 23:16:32,Doctor,Canva AI,Code Debugging,4,medium,8.0,4.802323016738752,31.98,high,7,5,5.01,1,0,none,8,high,1,free,50,low
13406,168729,2024-12-04 06:50:59,Civil Engineer,Runway AI,Marketing Copy,1,high,6.5,3.9379455014425075,25.62,medium,6,3,8.95,0,0,none,5,medium,0,free,38,low
43412,51093,2023-12-01 12:30:03,Interior Designer,Claude,Email Drafting,1,high,6.5,4.910011379024529,15.9,medium,6,4,3.28,0,0,none,10,low,0,freemium,55,medium
36746,2340,2023-04-22 17:31:21,Lawyer,Notion AI,UI Design,5,high,8.5,3.960012978058388,45.4,high,8,3,8.71,1,0,none,9,high,0,freemium,13,high
36216,166355,2024-12-12 02:48:37,Pharmacist,Replit Ghostwriter,Medical Notes,1,low,6.5,5.133319515842734,13.67,medium,6,5,7.77,0,1,hallucination,10,high,0,free,20,high
35654,184175,2024-03-21 22:04:17,Journalist,Grammarly AI,Presentation Creation,3,low,7.5,5.540170352287854,19.6,medium,8,5,3.93,0,0,none,9,low,1,free,6,low
23569,133388,2024-10-21 08:30:09,Consultant,Synthesia,Exam Preparation,6,medium,9.0,3.975962045304679,50.24,high,9,2,7.12,0,0,none,6,medium,0,free,60,medium
20617,137635,2024-03-11 02:17:19,Police Officer,Midjourney,Research Summary,3,low,7.5,5.77609271342701,17.24,medium,7,7,7.89,1,0,none,7,high,1,paid,40,low
28667,147125,2023-06-29 09:22:48,Accountant,Claude,Code Generation,1,medium,6.5,6.610527517030926,-1.11,medium,6,7,4.26,0,1,incomplete,5,high,0,paid,40,high
16714,178754,2024-08-25 18:39:28,Software Developer,DALL-E,Image Generation,6,high,10.0,3.3668235034800644,66.33,high,10,1,6.7,0,0,none,6,low,0,paid,47,medium
39366,44092,2024-06-11 09:12:26,Graphic Designer,Notion AI,UI Design,1,medium,6.5,5.6012827907487495,8.99,medium,5,7,4.65,1,1,incomplete,7,medium,0,freemium,50,low
35719,23283,2024-06-05 20:31:47,Pharmacist,Pictory,Research Summary,3,medium,7.5,6.670346083634014,8.3,medium,8,5,4.07,0,0,none,10,low,0,freemium,60,low
2731,168813,2023-02-08 07:28:59,Electrical Engineer,Synthesia,Medical Notes,1,high,6.5,3.300868931786505,31.99,medium,6,2,6.91,0,0,none,8,medium,0,paid,29,low
30116,78878,2024-04-28 14:24:02,Nurse,GitHub Copilot,Data Analysis,1,medium,6.5,5.226278934354728,12.74,medium,6,6,4.82,1,1,irrelevant,5,low,1,paid,43,medium
42770,76461,2024-11-27 23:43:03,Professor,Claude,Marketing Copy,2,low,7.0,6.224890571196444,7.75,medium,7,6,6.98,1,0,none,8,medium,1,freemium,33,high
39303,6614,2024-11-17 18:47:14,Business Analyst,Synthesia,Marketing Copy,4,high,8.0,4.515060436770138,34.85,high,7,4,6.43,1,1,incomplete,9,low,0,freemium,15,medium
445,10935,2024-03-08 08:51:28,Journalist,Gemini,Learning New Topic,5,medium,8.5,4.585359748041894,39.15,high,9,4,4.58,0,1,hallucination,6,medium,0,free,21,medium
38092,16325,2023-08-21 08:29:19,Police Officer,Grammarly AI,Research Summary,5,low,8.5,3.996180274909606,45.04,high,8,3,8.28,0,0,none,7,high,0,freemium,45,medium
17946,194842,2023-07-14 02:51:40,Data Scientist,Notion AI,Code Debugging,1,low,6.5,4.502704309275368,19.97,medium,6,4,6.51,1,0,none,8,medium,0,free,56,low
16412,80591,2024-12-29 19:53:25,Researcher,ChatGPT,Resume Building,3,medium,7.5,6.377104443956255,11.23,medium,6,7,3.92,1,1,hallucination,7,low,1,free,30,high
20162,164476,2023-09-16 14:33:08,Researcher,Canva AI,Image Generation,2,high,7.0,4.857362224498871,21.43,medium,7,3,8.3,1,0,none,10,high,0,free,59,medium
48271,96569,2024-07-03 20:53:53,Marketing Manager,AutoGPT,Legal Drafting,1,low,6.5,3.2892268688949864,32.11,medium,6,3,7.83,1,0,none,9,high,0,paid,25,medium
5217,45811,2024-02-10 10:45:13,Journalist,Pictory,Business Strategy,2,high,7.0,5.371858011304254,16.28,medium,6,6,4.2,1,0,none,6,high,1,free,59,low
47042,47261,2024-12-15 20:36:07,Mechanical Engineer,Midjourney,UI Design,5,high,8.5,4.004820760286333,44.95,high,7,3,3.8,0,0,none,8,medium,1,paid,11,low
22974,91393,2023-09-16 15:51:33,Professor,AutoGPT,Data Analysis,4,high,8.0,3.143853830238787,48.56,high,8,4,6.07,1,1,irrelevant,5,high,0,freemium,27,low
23832,55703,2023-06-21 05:55:24,HR Manager,DALL-E,Legal Drafting,2,low,7.0,3.952312533676024,30.48,medium,6,3,3.51,1,0,none,8,medium,0,free,7,high
46320,51764,2024-07-10 22:08:47,Lawyer,Grammarly AI,Code Debugging,2,low,7.0,5.260670618999638,17.39,medium,6,4,7.89,0,0,none,10,medium,1,free,38,low
26989,64976,2024-04-24 19:17:49,Accountant,Synthesia,Code Debugging,6,medium,9.0,4.219158999920133,47.81,high,8,3,6.01,1,0,none,9,high,0,freemium,23,high
17448,179015,2023-09-25 19:18:13,Consultant,GitHub Copilot,Essay Writing,3,medium,7.5,4.808915625747963,26.91,medium,7,3,3.64,0,1,hallucination,8,low,0,paid,52,medium
37875,64177,2023-11-21 08:15:39,Teacher,ChatGPT,Research Summary,5,low,8.5,5.376069438500742,31.24,high,7,6,3.33,1,0,none,10,medium,0,freemium,17,low
18481,67650,2024-11-29 11:25:12,Data Scientist,Claude,Marketing Copy,2,medium,7.0,3.091192387352188,39.09,medium,7,3,6.11,0,1,hallucination,8,medium,0,paid,38,medium
42358,139367,2023-11-20 02:08:17,Professor,Runway AI,Medical Notes,5,low,8.5,6.984165376084333,15.16,high,8,5,3.64,1,1,irrelevant,5,low,0,free,42,medium
26846,116766,2023-11-08 06:05:47,Lawyer,Claude,Learning New Topic,2,high,7.0,3.083808866576124,39.16,medium,7,4,4.38,1,0,none,8,high,0,free,6,medium
34693,75946,2024-10-29 09:01:00,Nurse,Notion AI,Business Strategy,5,medium,8.5,6.637754220006389,18.62,high,8,7,3.82,1,1,incomplete,5,high,0,freemium,5,high
35170,38988,2024-01-04 09:19:42,Civil Engineer,GitHub Copilot,Video Creation,6,high,9.0,6.512796647280815,24.87,high,8,7,8.72,0,0,none,9,high,0,freemium,23,low
45673,97640,2023-01-31 07:05:43,Accountant,Synthesia,UI Design,4,medium,8.0,4.530053457507561,34.7,high,7,5,5.79,0,1,incomplete,5,medium,1,paid,45,medium
49302,183103,2024-03-02 03:58:30,Marketing Manager,Runway AI,Video Creation,6,high,9.0,4.416179620468285,45.84,high,8,5,4.04,1,0,none,10,low,1,freemium,44,medium
12524,91891,2024-01-19 17:30:59,HR Manager,Runway AI,Essay Writing,1,medium,6.5,4.936995880867007,15.63,medium,6,5,8.11,0,0,none,8,high,1,paid,10,medium
9454,160903,2023-02-20 02:14:27,Mechanical Engineer,Notion AI,UI Design,6,high,9.0,4.851325017128071,41.49,high,9,3,8.79,0,1,incomplete,8,low,0,paid,28,medium
21476,191416,2023-07-13 00:34:56,Teacher,Canva AI,Code Generation,6,medium,9.0,6.583822490556088,24.16,high,9,7,8.49,0,1,hallucination,5,low,0,free,36,low
23847,137746,2023-11-27 08:34:01,Lawyer,Replit Ghostwriter,Code Generation,4,medium,8.0,3.466989937566033,45.33,high,7,3,6.1,1,0,none,8,medium,1,paid,23,medium
32092,5745,2023-11-05 01:34:57,Student,Cursor AI,Business Strategy,4,high,8.0,4.573444728854929,34.27,high,7,3,6.55,1,0,none,7,high,0,freemium,45,low
4614,80657,2023-05-31 22:20:18,Software Developer,ChatGPT,Email Drafting,4,medium,8.0,5.3384131915554365,26.62,high,7,5,4.16,0,0,none,7,low,1,freemium,54,high
25316,90421,2023-05-20 02:32:25,Civil Engineer,Canva AI,Business Strategy,2,low,7.0,6.958115082048703,0.42,medium,6,7,6.66,1,0,none,9,medium,0,paid,21,high
42418,104921,2023-12-25 15:18:10,Content Creator,Pictory,Medical Notes,5,low,8.5,5.890439585308944,26.1,high,8,7,3.8,0,1,incomplete,6,low,1,paid,33,medium
6905,145047,2023-11-10 22:55:43,Mechanical Engineer,Midjourney,Presentation Creation,5,high,8.5,6.3614825863241045,21.39,high,9,4,6.48,1,0,none,5,low,0,freemium,25,medium
19895,120399,2023-11-08 04:00:28,Journalist,GitHub Copilot,Email Drafting,1,medium,6.5,4.497215321711629,20.03,medium,7,3,3.92,1,1,irrelevant,9,low,1,paid,54,low
31847,185467,2023-07-31 05:29:22,Nurse,Canva AI,Medical Notes,4,medium,8.0,5.9956397893644375,20.04,high,8,7,3.13,0,0,none,6,high,1,freemium,55,high
39879,36557,2023-12-01 08:13:22,Doctor,Gemini,Code Debugging,4,medium,8.0,5.281471786250471,27.19,high,8,6,4.02,0,0,none,6,low,1,free,27,medium
39871,159675,2024-03-01 09:16:12,Interior Designer,Claude,Presentation Creation,6,low,9.0,3.9844749706607487,50.16,high,9,4,3.07,1,0,none,5,low,0,freemium,58,high
16577,101726,2024-05-30 02:56:41,Student,Pictory,Resume Building,1,high,6.5,6.245210953475707,2.55,medium,7,5,6.69,1,1,irrelevant,9,medium,1,freemium,39,low
8439,15273,2024-04-16 02:49:04,Doctor,Runway AI,Marketing Copy,3,low,7.5,5.493820727882576,20.06,medium,7,5,7.31,0,0,none,6,low,1,free,14,high
26920,103077,2024-11-18 00:01:47,HR Manager,Synthesia,Presentation Creation,3,medium,7.5,4.916093930541597,25.84,medium,8,4,8.54,0,0,none,7,high,0,free,56,low
42047,161215,2023-12-06 00:23:39,Video Editor,Gemini,Legal Drafting,5,high,8.5,6.294835077705998,22.05,high,7,7,4.01,1,0,none,5,low,1,free,37,low
5788,146824,2023-05-20 21:53:25,Civil Engineer,Grammarly AI,Blog Writing,1,medium,9.0,5.281657866784389,37.18,high,8,4,3.04,0,0,none,10,high,0,paid,20,medium
3718,139862,2024-08-23 17:56:54,Mechanical Engineer,Runway AI,Learning New Topic,6,medium,9.0,5.260392921704057,37.4,high,9,4,4.71,0,1,incomplete,9,medium,1,freemium,25,medium
43246,90402,2024-12-17 13:24:09,Marketing Manager,Gemini,Image Generation,2,high,7.0,3.759813318023152,32.4,medium,6,4,4.59,0,0,none,10,medium,0,paid,57,low
24857,5521,2024-06-26 17:13:14,Accountant,Synthesia,Video Creation,3,medium,7.5,5.799673581917311,17.0,medium,6,6,7.43,0,1,irrelevant,6,high,1,freemium,55,low
43306,194822,2024-04-05 16:50:42,HR Manager,Cursor AI,Research Summary,4,high,8.0,4.910119684221834,30.9,high,7,4,4.58,0,0,none,10,medium,1,free,52,medium
41697,113411,2023-09-20 15:21:46,YouTuber,AutoGPT,Research Summary,6,medium,9.0,5.743863247127109,32.56,high,9,6,6.81,0,0,none,6,low,1,free,39,high
49643,190609,2024-09-20 14:42:26,Sales Executive,Notion AI,Learning New Topic,6,low,9.0,6.048017443789476,29.52,high,9,4,8.92,1,1,irrelevant,5,medium,0,freemium,45,medium
35540,154666,2023-09-28 16:38:14,Nurse,GitHub Copilot,Exam Preparation,6,medium,9.0,3.611323651212182,53.89,high,9,3,6.62,0,1,hallucination,8,medium,0,freemium,49,medium
28686,66109,2023-01-14 05:32:40,Teacher,Notion AI,Essay Writing,3,high,7.5,4.25312497877376,32.47,medium,7,3,4.83,1,0,none,9,medium,1,paid,53,low
45077,147556,2024-09-28 07:16:33,Consultant,Midjourney,Presentation Creation,4,medium,8.0,5.476907785214945,25.23,high,8,6,8.2,1,1,irrelevant,5,high,0,freemium,28,low
24995,65838,2024-05-08 00:40:37,Business Analyst,Replit Ghostwriter,Blog Writing,3,medium,7.5,4.112400613885344,33.88,medium,6,3,6.34,0,1,irrelevant,6,low,0,free,60,medium
43457,86978,2024-12-09 09:17:59,Marketing Manager,Pictory,Data Analysis,5,high,8.5,3.3888053425662523,51.11,high,8,2,3.06,0,0,none,5,low,0,paid,11,medium
